# x	y	u	v	mask
298.0000	358.0000	     nan	     nan	  1.0000
310.0000	358.0000	  4.2416	-51.1292	  0.0000
322.0000	358.0000	     nan	     nan	  1.0000
334.0000	358.0000	     nan	     nan	  1.0000
346.0000	358.0000	 74.5142	-77.3686	  0.0000
358.0000	358.0000	  5.1729	  7.0953	  0.0000
370.0000	358.0000	 31.4033	-22.7695	  0.0000
382.0000	358.0000	-12.8970	  7.0401	  0.0000
394.0000	358.0000	-19.7575	-12.0897	  0.0000
406.0000	358.0000	 -9.9665	 79.4896	  0.0000
418.0000	358.0000	-23.5928	 46.7519	  0.0000
430.0000	358.0000	-48.2699	  5.9710	  0.0000
442.0000	358.0000	 25.2165	 16.3511	  0.0000
454.0000	358.0000	     nan	     nan	  1.0000
466.0000	358.0000	-39.1472	 70.8528	  0.0000
478.0000	358.0000	-59.2004	 46.5555	  0.0000
490.0000	358.0000	     nan	     nan	  1.0000
502.0000	358.0000	-22.3042	 90.0000	  0.0000
 10.0000	346.0000	     nan	     nan	  1.0000
 22.0000	346.0000	     nan	     nan	  1.0000
 34.0000	346.0000	     nan	     nan	  1.0000
 46.0000	346.0000	     nan	     nan	  1.0000
 58.0000	346.0000	     nan	     nan	  1.0000
 70.0000	346.0000	     nan	     nan	  1.0000
 82.0000	346.0000	     nan	     nan	  1.0000
 94.0000	346.0000	     nan	     nan	  1.0000
106.0000	346.0000	 20.0000	 70.0000	  0.0000
118.0000	346.0000	     nan	     nan	  1.0000
130.0000	346.0000	     nan	     nan	  1.0000
142.0000	346.0000	 70.0000	-65.0000	  0.0000
154.0000	346.0000	 10.0000	 85.0000	  0.0000
166.0000	346.0000	     nan	     nan	  1.0000
178.0000	346.0000	-50.0000	-45.0000	  0.0000
190.0000	346.0000	     nan	     nan	  1.0000
202.0000	346.0000	     nan	     nan	  1.0000
214.0000	346.0000	 22.5503	-74.8791	  0.0000
226.0000	346.0000	 52.4693	  6.0499	  0.0000
238.0000	346.0000	 46.5268	-58.1954	  0.0000
250.0000	346.0000	     nan	     nan	  1.0000
262.0000	346.0000	 19.3825	 65.6730	  0.0000
274.0000	346.0000	     nan	     nan	  1.0000
286.0000	346.0000	 45.7698	 -4.9965	  0.0000
298.0000	346.0000	 26.9679	-29.7785	  0.0000
310.0000	346.0000	-37.6567	 43.8856	  0.0000
322.0000	346.0000	-63.7800	 -5.2615	  0.0000
334.0000	346.0000	 82.4027	 16.4748	  0.0000
346.0000	346.0000	     nan	     nan	  1.0000
358.0000	346.0000	 13.2909	 22.7672	  0.0000
370.0000	346.0000	 10.1626	 13.1097	  0.0000
382.0000	346.0000	     nan	     nan	  1.0000
394.0000	346.0000	-17.4631	 28.6113	  0.0000
406.0000	346.0000	  2.6305	-18.3393	  0.0000
418.0000	346.0000	-18.1218	-41.6829	  0.0000
430.0000	346.0000	-52.3038	-37.4332	  0.0000
442.0000	346.0000	-33.1879	 61.8794	  0.0000
454.0000	346.0000	 51.2509	 72.2546	  0.0000
466.0000	346.0000	 56.3303	  8.1997	  0.0000
478.0000	346.0000	 76.1747	-60.0000	  0.0000
490.0000	346.0000	     nan	     nan	  1.0000
502.0000	346.0000	-42.3042	 92.3042	  0.0000
 10.0000	334.0000	     nan	     nan	  1.0000
 22.0000	334.0000	     nan	     nan	  1.0000
 34.0000	334.0000	     nan	     nan	  1.0000
 46.0000	334.0000	     nan	     nan	  1.0000
 58.0000	334.0000	     nan	     nan	  1.0000
 70.0000	334.0000	     nan	     nan	  1.0000
 82.0000	334.0000	     nan	     nan	  1.0000
 94.0000	334.0000	-91.9598	-25.0000	  0.0000
106.0000	334.0000	-37.0826	 -5.0000	  0.0000
118.0000	334.0000	     nan	     nan	  1.0000
130.0000	334.0000	     nan	     nan	  1.0000
142.0000	334.0000	     nan	     nan	  1.0000
154.0000	334.0000	     nan	     nan	  1.0000
166.0000	334.0000	     nan	     nan	  1.0000
178.0000	334.0000	-21.2031	 80.0000	  0.0000
190.0000	334.0000	     nan	     nan	  1.0000
202.0000	334.0000	 41.2897	 -7.5718	  0.0000
214.0000	334.0000	 27.7209	 -5.0000	  0.0000
226.0000	334.0000	     nan	     nan	  1.0000
238.0000	334.0000	 48.7984	 23.5393	  0.0000
250.0000	334.0000	     nan	     nan	  1.0000
262.0000	334.0000	 17.7768	-16.0936	  0.0000
274.0000	334.0000	-39.6824	 34.9989	  0.0000
286.0000	334.0000	-82.2873	 15.9768	  0.0000
298.0000	334.0000	     nan	     nan	  1.0000
310.0000	334.0000	-61.2139	 -9.4539	  0.0000
322.0000	334.0000	-46.4986	 20.7351	  0.0000
334.0000	334.0000	     nan	     nan	  1.0000
346.0000	334.0000	     nan	     nan	  1.0000
358.0000	334.0000	-72.2876	 17.1301	  0.0000
370.0000	334.0000	     nan	     nan	  1.0000
382.0000	334.0000	-31.5068	 22.7056	  0.0000
394.0000	334.0000	 -3.0038	 90.4937	  0.0000
406.0000	334.0000	 -2.3919	-13.5632	  0.0000
418.0000	334.0000	-20.6223	 15.1975	  0.0000
430.0000	334.0000	     nan	     nan	  1.0000
442.0000	334.0000	-25.8594	-57.5958	  0.0000
454.0000	334.0000	 -1.2717	-23.7139	  0.0000
466.0000	334.0000	 40.0000	-25.0000	  0.0000
478.0000	334.0000	 32.0670	-61.8298	  0.0000
490.0000	334.0000	-75.0000	-15.0000	  0.0000
502.0000	334.0000	     nan	     nan	  1.0000
 10.0000	322.0000	     nan	     nan	  1.0000
 22.0000	322.0000	     nan	     nan	  1.0000
 34.0000	322.0000	     nan	     nan	  1.0000
 46.0000	322.0000	     nan	     nan	  1.0000
 58.0000	322.0000	     nan	     nan	  1.0000
 70.0000	322.0000	 68.0688	 30.0000	  0.0000
 82.0000	322.0000	     nan	     nan	  1.0000
 94.0000	322.0000	 78.0402	-75.0000	  0.0000
106.0000	322.0000	     nan	     nan	  1.0000
118.0000	322.0000	     nan	     nan	  1.0000
130.0000	322.0000	     nan	     nan	  1.0000
142.0000	322.0000	-50.0000	 87.9330	  0.0000
154.0000	322.0000	 30.0000	-35.0000	  0.0000
166.0000	322.0000	-77.6958	 -2.3042	  0.0000
178.0000	322.0000	     nan	     nan	  1.0000
190.0000	322.0000	-76.4849	-75.0000	  0.0000
202.0000	322.0000	 69.8151	 38.3385	  0.0000
214.0000	322.0000	     nan	     nan	  1.0000
226.0000	322.0000	 -3.3474	 26.3718	  0.0000
238.0000	322.0000	-13.0525	 22.6037	  0.0000
250.0000	322.0000	 -0.2009	 57.7454	  0.0000
262.0000	322.0000	 18.2373	 57.3206	  0.0000
274.0000	322.0000	 38.5075	-83.1944	  0.0000
286.0000	322.0000	-75.3593	 24.1492	  0.0000
298.0000	322.0000	     nan	     nan	  1.0000
310.0000	322.0000	-52.7222	 36.4818	  0.0000
322.0000	322.0000	  7.6496	 54.0489	  0.0000
334.0000	322.0000	     nan	     nan	  1.0000
346.0000	322.0000	-41.1219	-39.9934	  0.0000
358.0000	322.0000	     nan	     nan	  1.0000
370.0000	322.0000	 36.8258	-18.9245	  0.0000
382.0000	322.0000	-20.9015	 16.1455	  0.0000
394.0000	322.0000	 12.7949	  7.0937	  0.0000
406.0000	322.0000	-42.3565	-14.3975	  0.0000
418.0000	322.0000	 -4.2123	-42.1007	  0.0000
430.0000	322.0000	     nan	     nan	  1.0000
442.0000	322.0000	     nan	     nan	  1.0000
454.0000	322.0000	     nan	     nan	  1.0000
466.0000	322.0000	 -1.8298	-47.2125	  0.0000
478.0000	322.0000	 57.2125	 82.7875	  0.0000
490.0000	322.0000	-68.1419	 25.0000	  0.0000
502.0000	322.0000	     nan	     nan	  1.0000
 10.0000	310.0000	     nan	     nan	  1.0000
 22.0000	310.0000	     nan	     nan	  1.0000
 34.0000	310.0000	     nan	     nan	  1.0000
 46.0000	310.0000	     nan	     nan	  1.0000
 58.0000	310.0000	     nan	     nan	  1.0000
 70.0000	310.0000	     nan	     nan	  1.0000
 82.0000	310.0000	     nan	     nan	  1.0000
 94.0000	310.0000	     nan	     nan	  1.0000
106.0000	310.0000	     nan	     nan	  1.0000
118.0000	310.0000	     nan	     nan	  1.0000
130.0000	310.0000	     nan	     nan	  1.0000
142.0000	310.0000	     nan	     nan	  1.0000
154.0000	310.0000	  3.3847	 -5.0000	  0.0000
166.0000	310.0000	-93.6867	 62.0910	  0.0000
178.0000	310.0000	 -3.0823	-72.3708	  0.0000
190.0000	310.0000	 21.4841	-25.0000	  0.0000
202.0000	310.0000	     nan	     nan	  1.0000
214.0000	310.0000	 53.8519	 39.0932	  0.0000
226.0000	310.0000	-17.5697	 50.6145	  0.0000
238.0000	310.0000	-23.9541	 46.7861	  0.0000
250.0000	310.0000	-14.7855	 19.1433	  0.0000
262.0000	310.0000	-54.6708	 40.6431	  0.0000
274.0000	310.0000	 14.2385	 17.2107	  0.0000
286.0000	310.0000	-89.8072	 11.4381	  0.0000
298.0000	310.0000	-51.3512	 13.9318	  0.0000
310.0000	310.0000	-51.3311	 52.5376	  0.0000
322.0000	310.0000	     nan	     nan	  1.0000
334.0000	310.0000	     nan	     nan	  1.0000
346.0000	310.0000	-13.0313	 18.5867	  0.0000
358.0000	310.0000	-71.3113	-75.9586	  0.0000
370.0000	310.0000	 21.7422	 -4.2935	  0.0000
382.0000	310.0000	 34.0136	-18.8546	  0.0000
394.0000	310.0000	 18.1299	 24.3255	  0.0000
406.0000	310.0000	-42.2659	  2.0305	  0.0000
418.0000	310.0000	-61.3573	 25.3752	  0.0000
430.0000	310.0000	-42.6463	-38.2974	  0.0000
442.0000	310.0000	-42.7779	 92.8008	  0.0000
454.0000	310.0000	     nan	     nan	  1.0000
466.0000	310.0000	  8.2073	-40.0000	  0.0000
478.0000	310.0000	     nan	     nan	  1.0000
490.0000	310.0000	-70.0000	 25.0000	  0.0000
502.0000	310.0000	-20.0000	 65.0000	  0.0000
 10.0000	298.0000	     nan	     nan	  1.0000
 22.0000	298.0000	     nan	     nan	  1.0000
 34.0000	298.0000	     nan	     nan	  1.0000
 46.0000	298.0000	     nan	     nan	  1.0000
 58.0000	298.0000	     nan	     nan	  1.0000
 70.0000	298.0000	 32.7536	 78.9197	  0.0000
 82.0000	298.0000	-85.1741	 62.0235	  0.0000
 94.0000	298.0000	-60.0000	-20.0000	  0.0000
106.0000	298.0000	     nan	     nan	  1.0000
118.0000	298.0000	     nan	     nan	  1.0000
130.0000	298.0000	     nan	     nan	  1.0000
142.0000	298.0000	     nan	     nan	  1.0000
154.0000	298.0000	 35.0000	 58.0402	  0.0000
166.0000	298.0000	 -9.9575	-40.0000	  0.0000
178.0000	298.0000	 -9.9182	  5.0000	  0.0000
190.0000	298.0000	     nan	     nan	  1.0000
202.0000	298.0000	     nan	     nan	  1.0000
214.0000	298.0000	     nan	     nan	  1.0000
226.0000	298.0000	     nan	     nan	  1.0000
238.0000	298.0000	     nan	     nan	  1.0000
250.0000	298.0000	     nan	     nan	  1.0000
262.0000	298.0000	 21.8275	-65.1969	  0.0000
274.0000	298.0000	     nan	     nan	  1.0000
286.0000	298.0000	  9.5548	 21.6470	  0.0000
298.0000	298.0000	     nan	     nan	  1.0000
310.0000	298.0000	-37.9937	 23.7067	  0.0000
322.0000	298.0000	 69.3513	 21.1686	  0.0000
334.0000	298.0000	     nan	     nan	  1.0000
346.0000	298.0000	-79.2827	-10.6350	  0.0000
358.0000	298.0000	     nan	     nan	  1.0000
370.0000	298.0000	 22.5709	  3.0063	  0.0000
382.0000	298.0000	 35.2170	-12.3048	  0.0000
394.0000	298.0000	-35.0651	 38.8127	  0.0000
406.0000	298.0000	-30.4476	-57.8784	  0.0000
418.0000	298.0000	-11.5751	  4.9292	  0.0000
430.0000	298.0000	-18.4080	 -3.3086	  0.0000
442.0000	298.0000	     nan	     nan	  1.0000
454.0000	298.0000	     nan	     nan	  1.0000
466.0000	298.0000	 41.1462	 72.5585	  0.0000
478.0000	298.0000	     nan	     nan	  1.0000
490.0000	298.0000	     nan	     nan	  1.0000
502.0000	298.0000	-70.0000	-35.0000	  0.0000
 10.0000	286.0000	     nan	     nan	  1.0000
 22.0000	286.0000	-50.0000	 55.0000	  0.0000
 34.0000	286.0000	     nan	     nan	  1.0000
 46.0000	286.0000	     nan	     nan	  1.0000
 58.0000	286.0000	     nan	     nan	  1.0000
 70.0000	286.0000	     nan	     nan	  1.0000
 82.0000	286.0000	-53.7914	-26.2086	  0.0000
 94.0000	286.0000	-60.4426	-18.5547	  0.0000
106.0000	286.0000	     nan	     nan	  1.0000
118.0000	286.0000	  0.0000	-75.0000	  0.0000
130.0000	286.0000	     nan	     nan	  1.0000
142.0000	286.0000	     nan	     nan	  1.0000
154.0000	286.0000	 25.4010	 64.6021	  0.0000
166.0000	286.0000	-40.0000	-20.0596	  0.0000
178.0000	286.0000	-12.1576	 15.0000	  0.0000
190.0000	286.0000	-63.2124	 11.7607	  0.0000
202.0000	286.0000	-50.0000	 68.1419	  0.0000
214.0000	286.0000	-88.6890	 45.0000	  0.0000
226.0000	286.0000	-58.0184	 19.6916	  0.0000
238.0000	286.0000	 72.6171	-16.6002	  0.0000
250.0000	286.0000	     nan	     nan	  1.0000
262.0000	286.0000	 66.1373	-57.1110	  0.0000
274.0000	286.0000	-45.9602	-20.3095	  0.0000
286.0000	286.0000	-50.3613	-21.9909	  0.0000
298.0000	286.0000	 30.9536	 58.3298	  0.0000
310.0000	286.0000	-27.3870	 42.7681	  0.0000
322.0000	286.0000	     nan	     nan	  1.0000
334.0000	286.0000	-18.0828	  1.6573	  0.0000
346.0000	286.0000	     nan	     nan	  1.0000
358.0000	286.0000	 27.8506	-16.6170	  0.0000
370.0000	286.0000	 14.1015	 -6.2711	  0.0000
382.0000	286.0000	  2.0881	 53.8068	  0.0000
394.0000	286.0000	-16.5682	-20.2703	  0.0000
406.0000	286.0000	 -4.2702	-10.7339	  0.0000
418.0000	286.0000	     nan	     nan	  1.0000
430.0000	286.0000	-27.0691	 75.5036	  0.0000
442.0000	286.0000	 35.0000	 62.2082	  0.0000
454.0000	286.0000	 11.6667	 38.1911	  0.0000
466.0000	286.0000	-31.7605	 -2.7875	  0.0000
478.0000	286.0000	     nan	     nan	  1.0000
490.0000	286.0000	     nan	     nan	  1.0000
502.0000	286.0000	 10.0000	 45.0000	  0.0000
 10.0000	274.0000	     nan	     nan	  1.0000
 22.0000	274.0000	 35.0000	 30.0000	  0.0000
 34.0000	274.0000	     nan	     nan	  1.0000
 46.0000	274.0000	     nan	     nan	  1.0000
 58.0000	274.0000	     nan	     nan	  1.0000
 70.0000	274.0000	-40.0000	-75.0000	  0.0000
 82.0000	274.0000	 75.0000	 18.3333	  0.0000
 94.0000	274.0000	     nan	     nan	  1.0000
106.0000	274.0000	 22.8148	-70.0000	  0.0000
118.0000	274.0000	     nan	     nan	  1.0000
130.0000	274.0000	     nan	     nan	  1.0000
142.0000	274.0000	     nan	     nan	  1.0000
154.0000	274.0000	-43.8516	 55.0000	  0.0000
166.0000	274.0000	-40.0000	-10.0000	  0.0000
178.0000	274.0000	-55.0000	 45.0000	  0.0000
190.0000	274.0000	  7.2510	-50.0000	  0.0000
202.0000	274.0000	 28.8863	 -6.4496	  0.0000
214.0000	274.0000	     nan	     nan	  1.0000
226.0000	274.0000	 32.3874	 67.4870	  0.0000
238.0000	274.0000	     nan	     nan	  1.0000
250.0000	274.0000	     nan	     nan	  1.0000
262.0000	274.0000	     nan	     nan	  1.0000
274.0000	274.0000	-41.8416	-26.4722	  0.0000
286.0000	274.0000	-45.0029	-31.4321	  0.0000
298.0000	274.0000	 -3.4838	 41.8605	  0.0000
310.0000	274.0000	-45.8031	  4.4115	  0.0000
322.0000	274.0000	 38.7072	-53.7168	  0.0000
334.0000	274.0000	 63.8727	-69.3424	  0.0000
346.0000	274.0000	 52.6510	-49.8175	  0.0000
358.0000	274.0000	 72.5556	-13.1466	  0.0000
370.0000	274.0000	     nan	     nan	  1.0000
382.0000	274.0000	 -4.9034	-10.1963	  0.0000
394.0000	274.0000	-17.0224	 -1.0196	  0.0000
406.0000	274.0000	     nan	     nan	  1.0000
418.0000	274.0000	     nan	     nan	  1.0000
430.0000	274.0000	-11.4339	-40.8115	  0.0000
442.0000	274.0000	-52.4834	-30.7952	  0.0000
454.0000	274.0000	 14.5314	  5.0000	  0.0000
466.0000	274.0000	     nan	     nan	  1.0000
478.0000	274.0000	-70.9592	-57.9330	  0.0000
490.0000	274.0000	  2.3042	-55.0000	  0.0000
502.0000	274.0000	-65.0000	-30.0000	  0.0000
 10.0000	262.0000	 -0.0000	-55.0000	  0.0000
 22.0000	262.0000	     nan	     nan	  1.0000
 34.0000	262.0000	 70.0000	  5.0000	  0.0000
 46.0000	262.0000	     nan	     nan	  1.0000
 58.0000	262.0000	     nan	     nan	  1.0000
 70.0000	262.0000	     nan	     nan	  1.0000
 82.0000	262.0000	     nan	     nan	  1.0000
 94.0000	262.0000	     nan	     nan	  1.0000
106.0000	262.0000	     nan	     nan	  1.0000
118.0000	262.0000	-22.3042	-22.3042	  0.0000
130.0000	262.0000	     nan	     nan	  1.0000
142.0000	262.0000	-11.9598	 71.9598	  0.0000
154.0000	262.0000	     nan	     nan	  1.0000
166.0000	262.0000	     nan	     nan	  1.0000
178.0000	262.0000	     nan	     nan	  1.0000
190.0000	262.0000	 -5.0000	-51.7607	  0.0000
202.0000	262.0000	-48.1173	 61.8051	  0.0000
214.0000	262.0000	     nan	     nan	  1.0000
226.0000	262.0000	 24.4785	 94.1848	  0.0000
238.0000	262.0000	-66.7199	-73.0777	  0.0000
250.0000	262.0000	-38.0482	  6.4876	  0.0000
262.0000	262.0000	-70.6508	 -6.0716	  0.0000
274.0000	262.0000	-76.0991	  1.9675	  0.0000
286.0000	262.0000	     nan	     nan	  1.0000
298.0000	262.0000	-66.7332	-19.3016	  0.0000
310.0000	262.0000	-29.3704	-12.3534	  0.0000
322.0000	262.0000	 53.1109	 47.6297	  0.0000
334.0000	262.0000	 63.2717	 58.1909	  0.0000
346.0000	262.0000	 49.8302	-47.5815	  0.0000
358.0000	262.0000	 11.9231	 -4.0544	  0.0000
370.0000	262.0000	-31.4561	 22.1977	  0.0000
382.0000	262.0000	-22.1165	 17.5898	  0.0000
394.0000	262.0000	-15.1789	 17.0379	  0.0000
406.0000	262.0000	  1.1771	 30.6031	  0.0000
418.0000	262.0000	-18.0793	 37.4871	  0.0000
430.0000	262.0000	     nan	     nan	  1.0000
442.0000	262.0000	-55.7079	-68.5926	  0.0000
454.0000	262.0000	  9.4131	  2.5183	  0.0000
466.0000	262.0000	-85.0000	 60.0000	  0.0000
478.0000	262.0000	 35.0000	 75.0000	  0.0000
490.0000	262.0000	     nan	     nan	  1.0000
502.0000	262.0000	     nan	     nan	  1.0000
 10.0000	250.0000	     nan	     nan	  1.0000
 22.0000	250.0000	     nan	     nan	  1.0000
 34.0000	250.0000	     nan	     nan	  1.0000
 46.0000	250.0000	     nan	     nan	  1.0000
 58.0000	250.0000	     nan	     nan	  1.0000
 70.0000	250.0000	     nan	     nan	  1.0000
 82.0000	250.0000	     nan	     nan	  1.0000
 94.0000	250.0000	     nan	     nan	  1.0000
106.0000	250.0000	-50.0000	 -8.3333	  0.0000
118.0000	250.0000	 62.8567	 57.2836	  0.0000
130.0000	250.0000	 45.0000	-38.0842	  0.0000
142.0000	250.0000	     nan	     nan	  1.0000
154.0000	250.0000	     nan	     nan	  1.0000
166.0000	250.0000	-60.0000	 40.0000	  0.0000
178.0000	250.0000	 55.0000	 40.0000	  0.0000
190.0000	250.0000	     nan	     nan	  1.0000
202.0000	250.0000	     nan	     nan	  1.0000
214.0000	250.0000	     nan	     nan	  1.0000
226.0000	250.0000	 21.0882	-32.2912	  0.0000
238.0000	250.0000	 19.3209	-20.9532	  0.0000
250.0000	250.0000	 18.0252	 49.3203	  0.0000
262.0000	250.0000	-33.7859	 -9.0396	  0.0000
274.0000	250.0000	-30.3498	-10.0050	  0.0000
286.0000	250.0000	     nan	     nan	  1.0000
298.0000	250.0000	-69.2045	  2.0303	  0.0000
310.0000	250.0000	-39.0838	  2.0978	  0.0000
322.0000	250.0000	 52.4199	 56.7774	  0.0000
334.0000	250.0000	 22.4627	-73.0442	  0.0000
346.0000	250.0000	-67.3223	 85.0446	  0.0000
358.0000	250.0000	 -9.7766	-19.1265	  0.0000
370.0000	250.0000	-19.0579	-19.1361	  0.0000
382.0000	250.0000	     nan	     nan	  1.0000
394.0000	250.0000	-18.8083	  0.9127	  0.0000
406.0000	250.0000	     nan	     nan	  1.0000
418.0000	250.0000	 35.5305	-24.9941	  0.0000
430.0000	250.0000	-13.5011	 76.6553	  0.0000
442.0000	250.0000	-19.7936	 23.4719	  0.0000
454.0000	250.0000	 -2.7191	 66.8248	  0.0000
466.0000	250.0000	 55.0000	 41.9470	  0.0000
478.0000	250.0000	     nan	     nan	  1.0000
490.0000	250.0000	     nan	     nan	  1.0000
502.0000	250.0000	     nan	     nan	  1.0000
 10.0000	238.0000	     nan	     nan	  1.0000
 22.0000	238.0000	     nan	     nan	  1.0000
 34.0000	238.0000	     nan	     nan	  1.0000
 46.0000	238.0000	     nan	     nan	  1.0000
 58.0000	238.0000	     nan	     nan	  1.0000
 70.0000	238.0000	     nan	     nan	  1.0000
 82.0000	238.0000	     nan	     nan	  1.0000
 94.0000	238.0000	     nan	     nan	  1.0000
106.0000	238.0000	     nan	     nan	  1.0000
118.0000	238.0000	     nan	     nan	  1.0000
130.0000	238.0000	 16.9584	 10.0000	  0.0000
142.0000	238.0000	-58.5207	 11.1047	  0.0000
154.0000	238.0000	     nan	     nan	  1.0000
166.0000	238.0000	-72.9174	-15.0000	  0.0000
178.0000	238.0000	 17.6205	 26.5948	  0.0000
190.0000	238.0000	-21.3957	  7.0079	  0.0000
202.0000	238.0000	-19.8235	-27.3942	  0.0000
214.0000	238.0000	     nan	     nan	  1.0000
226.0000	238.0000	     nan	     nan	  1.0000
238.0000	238.0000	-39.5873	-80.3193	  0.0000
250.0000	238.0000	 12.4966	 11.0778	  0.0000
262.0000	238.0000	     nan	     nan	  1.0000
274.0000	238.0000	-30.4824	 18.5393	  0.0000
286.0000	238.0000	-49.3784	 11.9367	  0.0000
298.0000	238.0000	     nan	     nan	  1.0000
310.0000	238.0000	 46.7028	-38.7718	  0.0000
322.0000	238.0000	-71.0417	 -2.5361	  0.0000
334.0000	238.0000	 27.7996	 15.0298	  0.0000
346.0000	238.0000	-59.0650	-60.4115	  0.0000
358.0000	238.0000	-13.2764	-20.4532	  0.0000
370.0000	238.0000	-17.9145	-20.7431	  0.0000
382.0000	238.0000	-17.0013	 19.2362	  0.0000
394.0000	238.0000	-19.9561	 17.5435	  0.0000
406.0000	238.0000	-23.6897	-13.0378	  0.0000
418.0000	238.0000	-57.0571	 18.1964	  0.0000
430.0000	238.0000	-26.1253	 18.0255	  0.0000
442.0000	238.0000	     nan	     nan	  1.0000
454.0000	238.0000	     nan	     nan	  1.0000
466.0000	238.0000	     nan	     nan	  1.0000
478.0000	238.0000	  1.2451	 17.1597	  0.0000
490.0000	238.0000	     nan	     nan	  1.0000
502.0000	238.0000	     nan	     nan	  1.0000
 10.0000	226.0000	     nan	     nan	  1.0000
 22.0000	226.0000	-20.0000	-25.0000	  0.0000
 34.0000	226.0000	     nan	     nan	  1.0000
 46.0000	226.0000	     nan	     nan	  1.0000
 58.0000	226.0000	     nan	     nan	  1.0000
 70.0000	226.0000	     nan	     nan	  1.0000
 82.0000	226.0000	     nan	     nan	  1.0000
 94.0000	226.0000	     nan	     nan	  1.0000
106.0000	226.0000	 51.9598	 58.0402	  0.0000
118.0000	226.0000	     nan	     nan	  1.0000
130.0000	226.0000	 15.0000	 15.0000	  0.0000
142.0000	226.0000	     nan	     nan	  1.0000
154.0000	226.0000	     nan	     nan	  1.0000
166.0000	226.0000	     nan	     nan	  1.0000
178.0000	226.0000	 25.0000	-38.7549	  0.0000
190.0000	226.0000	 21.0015	-16.7600	  0.0000
202.0000	226.0000	     nan	     nan	  1.0000
214.0000	226.0000	 37.7990	-12.1491	  0.0000
226.0000	226.0000	 66.3323	 31.7141	  0.0000
238.0000	226.0000	 16.8678	 55.4831	  0.0000
250.0000	226.0000	 11.2633	 20.3388	  0.0000
262.0000	226.0000	-89.2239	-43.5964	  0.0000
274.0000	226.0000	-36.5146	  7.3941	  0.0000
286.0000	226.0000	-59.0006	 11.1959	  0.0000
298.0000	226.0000	-44.9915	  8.9960	  0.0000
310.0000	226.0000	 64.6465	 60.6912	  0.0000
322.0000	226.0000	     nan	     nan	  1.0000
334.0000	226.0000	-82.4299	-72.2847	  0.0000
346.0000	226.0000	 76.1652	-54.3548	  0.0000
358.0000	226.0000	 -9.0540	-10.5907	  0.0000
370.0000	226.0000	-16.1609	 -5.8496	  0.0000
382.0000	226.0000	     nan	     nan	  1.0000
394.0000	226.0000	-78.9526	-12.4598	  0.0000
406.0000	226.0000	-19.0537	 -4.0223	  0.0000
418.0000	226.0000	-12.5657	-38.5664	  0.0000
430.0000	226.0000	 63.8867	-52.9643	  0.0000
442.0000	226.0000	-91.8546	  0.1619	  0.0000
454.0000	226.0000	-37.3139	-78.0719	  0.0000
466.0000	226.0000	 48.1032	-77.3232	  0.0000
478.0000	226.0000	     nan	     nan	  1.0000
490.0000	226.0000	-31.4206	-10.0000	  0.0000
502.0000	226.0000	 77.6958	 15.0000	  0.0000
 10.0000	214.0000	     nan	     nan	  1.0000
 22.0000	214.0000	 80.0000	 75.0000	  0.0000
 34.0000	214.0000	     nan	     nan	  1.0000
 46.0000	214.0000	     nan	     nan	  1.0000
 58.0000	214.0000	     nan	     nan	  1.0000
 70.0000	214.0000	     nan	     nan	  1.0000
 82.0000	214.0000	     nan	     nan	  1.0000
 94.0000	214.0000	     nan	     nan	  1.0000
106.0000	214.0000	     nan	     nan	  1.0000
118.0000	214.0000	-65.0000	-40.0000	  0.0000
130.0000	214.0000	 20.0000	 15.0000	  0.0000
142.0000	214.0000	     nan	     nan	  1.0000
154.0000	214.0000	     nan	     nan	  1.0000
166.0000	214.0000	     nan	     nan	  1.0000
178.0000	214.0000	     nan	     nan	  1.0000
190.0000	214.0000	-80.5354	-56.8690	  0.0000
202.0000	214.0000	     nan	     nan	  1.0000
214.0000	214.0000	-55.0480	-55.3734	  0.0000
226.0000	214.0000	     nan	     nan	  1.0000
238.0000	214.0000	  0.7773	 23.3581	  0.0000
250.0000	214.0000	-21.6770	-18.0489	  0.0000
262.0000	214.0000	-48.5485	 43.5028	  0.0000
274.0000	214.0000	-27.5945	  6.0269	  0.0000
286.0000	214.0000	-36.7560	-36.0236	  0.0000
298.0000	214.0000	-30.8541	-23.0527	  0.0000
310.0000	214.0000	  1.3079	 73.5871	  0.0000
322.0000	214.0000	-38.9556	 -2.8190	  0.0000
334.0000	214.0000	 67.7597	 28.5075	  0.0000
346.0000	214.0000	 -7.3988	 -6.6879	  0.0000
358.0000	214.0000	-86.8727	-62.5804	  0.0000
370.0000	214.0000	-12.4357	 20.1567	  0.0000
382.0000	214.0000	 -3.5626	  8.2776	  0.0000
394.0000	214.0000	-19.6336	 50.5249	  0.0000
406.0000	214.0000	-40.1465	  1.6037	  0.0000
418.0000	214.0000	     nan	     nan	  1.0000
430.0000	214.0000	-47.1869	 72.5070	  0.0000
442.0000	214.0000	 68.2631	 42.3807	  0.0000
454.0000	214.0000	     nan	     nan	  1.0000
466.0000	214.0000	     nan	     nan	  1.0000
478.0000	214.0000	     nan	     nan	  1.0000
490.0000	214.0000	 75.0000	-52.3042	  0.0000
502.0000	214.0000	-57.9330	-30.0000	  0.0000
 10.0000	202.0000	     nan	     nan	  1.0000
 22.0000	202.0000	     nan	     nan	  1.0000
 34.0000	202.0000	 -1.6667	 55.0000	  0.0000
 46.0000	202.0000	     nan	     nan	  1.0000
