# x	y	u	v	mask
 58.0000	202.0000	     nan	     nan	  1.0000
 70.0000	202.0000	     nan	     nan	  1.0000
 82.0000	202.0000	     nan	     nan	  1.0000
 94.0000	202.0000	     nan	     nan	  1.0000
106.0000	202.0000	     nan	     nan	  1.0000
118.0000	202.0000	     nan	     nan	  1.0000
130.0000	202.0000	-90.0000	-85.0000	  0.0000
142.0000	202.0000	     nan	     nan	  1.0000
154.0000	202.0000	     nan	     nan	  1.0000
166.0000	202.0000	     nan	     nan	  1.0000
178.0000	202.0000	-20.7776	-78.7651	  0.0000
190.0000	202.0000	 28.5656	 48.2584	  0.0000
202.0000	202.0000	  9.6650	-43.2092	  0.0000
214.0000	202.0000	  5.5663	-26.5936	  0.0000
226.0000	202.0000	  6.4087	 45.2724	  0.0000
238.0000	202.0000	 -9.0943	-50.0882	  0.0000
250.0000	202.0000	 20.6891	 -1.4584	  0.0000
262.0000	202.0000	-36.5939	-10.5063	  0.0000
274.0000	202.0000	-16.6020	 -8.7665	  0.0000
286.0000	202.0000	     nan	     nan	  1.0000
298.0000	202.0000	 -6.6846	-18.2312	  0.0000
310.0000	202.0000	 25.6816	 28.4333	  0.0000
322.0000	202.0000	-42.1948	-13.7836	  0.0000
334.0000	202.0000	     nan	     nan	  1.0000
346.0000	202.0000	-14.0234	 11.2902	  0.0000
358.0000	202.0000	-16.2978	 15.0334	  0.0000
370.0000	202.0000	     nan	     nan	  1.0000
382.0000	202.0000	-35.1946	 69.3152	  0.0000
394.0000	202.0000	-17.7729	-62.5610	  0.0000
406.0000	202.0000	     nan	     nan	  1.0000
418.0000	202.0000	     nan	     nan	  1.0000
430.0000	202.0000	-19.2411	-12.7045	  0.0000
442.0000	202.0000	 37.0864	 25.7753	  0.0000
454.0000	202.0000	     nan	     nan	  1.0000
466.0000	202.0000	-10.0000	 45.0000	  0.0000
478.0000	202.0000	-15.0000	 45.0000	  0.0000
490.0000	202.0000	     nan	     nan	  1.0000
502.0000	202.0000	     nan	     nan	  1.0000
 10.0000	190.0000	     nan	     nan	  1.0000
 22.0000	190.0000	     nan	     nan	  1.0000
 34.0000	190.0000	     nan	     nan	  1.0000
 46.0000	190.0000	     nan	     nan	  1.0000
 58.0000	190.0000	     nan	     nan	  1.0000
 70.0000	190.0000	     nan	     nan	  1.0000
 82.0000	190.0000	     nan	     nan	  1.0000
 94.0000	190.0000	-35.0000	-50.0000	  0.0000
106.0000	190.0000	     nan	     nan	  1.0000
118.0000	190.0000	     nan	     nan	  1.0000
130.0000	190.0000	     nan	     nan	  1.0000
142.0000	190.0000	     nan	     nan	  1.0000
154.0000	190.0000	     nan	     nan	  1.0000
166.0000	190.0000	     nan	     nan	  1.0000
178.0000	190.0000	 50.0000	-17.8330	  0.0000
190.0000	190.0000	 65.0000	-28.7621	  0.0000
202.0000	190.0000	 36.6018	-25.0000	  0.0000
214.0000	190.0000	 22.8311	-48.1626	  0.0000
226.0000	190.0000	 20.0951	 -1.7083	  0.0000
238.0000	190.0000	     nan	     nan	  1.0000
250.0000	190.0000	 58.7088	 16.6654	  0.0000
262.0000	190.0000	     nan	     nan	  1.0000
274.0000	190.0000	-23.9267	 -4.0871	  0.0000
286.0000	190.0000	 20.8971	-47.2422	  0.0000
298.0000	190.0000	-30.1134	  3.5979	  0.0000
310.0000	190.0000	-45.2872	-16.1325	  0.0000
322.0000	190.0000	     nan	     nan	  1.0000
334.0000	190.0000	     nan	     nan	  1.0000
346.0000	190.0000	-19.2904	 17.3362	  0.0000
358.0000	190.0000	     nan	     nan	  1.0000
370.0000	190.0000	     nan	     nan	  1.0000
382.0000	190.0000	-24.2367	 11.5739	  0.0000
394.0000	190.0000	-33.1300	 29.3806	  0.0000
406.0000	190.0000	-87.5988	-37.3599	  0.0000
418.0000	190.0000	-19.8432	-21.5574	  0.0000
430.0000	190.0000	     nan	     nan	  1.0000
442.0000	190.0000	     nan	     nan	  1.0000
454.0000	190.0000	     nan	     nan	  1.0000
466.0000	190.0000	-51.2981	 41.6600	  0.0000
478.0000	190.0000	-60.0000	 -5.0000	  0.0000
490.0000	190.0000	-25.0000	 60.0000	  0.0000
502.0000	190.0000	     nan	     nan	  1.0000
 10.0000	178.0000	     nan	     nan	  1.0000
 22.0000	178.0000	     nan	     nan	  1.0000
 34.0000	178.0000	-10.0000	-25.0000	  0.0000
 46.0000	178.0000	     nan	     nan	  1.0000
 58.0000	178.0000	     nan	     nan	  1.0000
 70.0000	178.0000	     nan	     nan	  1.0000
 82.0000	178.0000	     nan	     nan	  1.0000
 94.0000	178.0000	 38.0402	 31.9598	  0.0000
106.0000	178.0000	     nan	     nan	  1.0000
118.0000	178.0000	-25.0000	 20.0000	  0.0000
130.0000	178.0000	-90.0000	 11.7922	  0.0000
142.0000	178.0000	-56.9584	-31.4206	  0.0000
154.0000	178.0000	-25.0000	-10.0000	  0.0000
166.0000	178.0000	 67.9950	 61.1735	  0.0000
178.0000	178.0000	-19.5946	 32.2973	  0.0000
190.0000	178.0000	     nan	     nan	  1.0000
202.0000	178.0000	 22.2148	 88.0721	  0.0000
214.0000	178.0000	 35.4289	 77.1768	  0.0000
226.0000	178.0000	 37.1967	 43.6227	  0.0000
238.0000	178.0000	-12.2903	  8.0935	  0.0000
250.0000	178.0000	-21.5180	 -4.1894	  0.0000
262.0000	178.0000	-18.6160	  0.2707	  0.0000
274.0000	178.0000	     nan	     nan	  1.0000
286.0000	178.0000	-17.2426	-10.9179	  0.0000
298.0000	178.0000	-90.2445	 54.8565	  0.0000
310.0000	178.0000	-32.4168	  2.7763	  0.0000
322.0000	178.0000	-39.7140	 -1.6377	  0.0000
334.0000	178.0000	-28.8919	  7.5327	  0.0000
346.0000	178.0000	-21.9848	  8.2740	  0.0000
358.0000	178.0000	-19.8462	  7.6164	  0.0000
370.0000	178.0000	-20.9472	 17.1302	  0.0000
382.0000	178.0000	-34.2530	 20.6639	  0.0000
394.0000	178.0000	     nan	     nan	  1.0000
406.0000	178.0000	 23.0441	-38.9396	  0.0000
418.0000	178.0000	-17.9991	-32.3050	  0.0000
430.0000	178.0000	     nan	     nan	  1.0000
442.0000	178.0000	 30.1570	  0.7002	  0.0000
454.0000	178.0000	 57.9754	-67.8439	  0.0000
466.0000	178.0000	     nan	     nan	  1.0000
478.0000	178.0000	-88.3333	-25.0000	  0.0000
490.0000	178.0000	 21.3093	 20.0000	  0.0000
502.0000	178.0000	     nan	     nan	  1.0000
 10.0000	166.0000	     nan	     nan	  1.0000
 22.0000	166.0000	     nan	     nan	  1.0000
 34.0000	166.0000	-10.0000	-25.0000	  0.0000
 46.0000	166.0000	     nan	     nan	  1.0000
 58.0000	166.0000	     nan	     nan	  1.0000
 70.0000	166.0000	 35.0000	-85.0000	  0.0000
 82.0000	166.0000	 10.0000	-60.0000	  0.0000
 94.0000	166.0000	     nan	     nan	  1.0000
106.0000	166.0000	     nan	     nan	  1.0000
118.0000	166.0000	     nan	     nan	  1.0000
130.0000	166.0000	-12.7200	-77.2461	  0.0000
142.0000	166.0000	-17.9893	-73.2826	  0.0000
154.0000	166.0000	-75.0000	 70.0000	  0.0000
166.0000	166.0000	 16.7018	 40.0000	  0.0000
178.0000	166.0000	  8.5466	 37.8413	  0.0000
190.0000	166.0000	     nan	     nan	  1.0000
202.0000	166.0000	     nan	     nan	  1.0000
214.0000	166.0000	-69.7645	-54.5209	  0.0000
226.0000	166.0000	 37.0927	  1.0614	  0.0000
238.0000	166.0000	 27.0817	 36.1907	  0.0000
250.0000	166.0000	  5.8751	-22.0319	  0.0000
262.0000	166.0000	-13.0653	 13.0846	  0.0000
274.0000	166.0000	-25.7905	 10.7649	  0.0000
286.0000	166.0000	 -7.3286	 12.3124	  0.0000
298.0000	166.0000	-16.9132	 13.0722	  0.0000
310.0000	166.0000	-20.3408	 16.5930	  0.0000
322.0000	166.0000	-29.1888	-19.1282	  0.0000
334.0000	166.0000	     nan	     nan	  1.0000
346.0000	166.0000	-20.8193	 16.2070	  0.0000
358.0000	166.0000	-23.5823	 11.2916	  0.0000
370.0000	166.0000	-24.0503	 16.8172	  0.0000
382.0000	166.0000	-53.1698	-20.4835	  0.0000
394.0000	166.0000	-19.5567	-23.1100	  0.0000
406.0000	166.0000	-19.7819	-23.2316	  0.0000
418.0000	166.0000	     nan	     nan	  1.0000
430.0000	166.0000	 -6.4210	-75.9996	  0.0000
442.0000	166.0000	-40.0000	 65.0000	  0.0000
454.0000	166.0000	 38.3975	 -1.9598	  0.0000
466.0000	166.0000	 51.8694	-51.8694	  0.0000
478.0000	166.0000	     nan	     nan	  1.0000
490.0000	166.0000	     nan	     nan	  1.0000
502.0000	166.0000	 27.9330	 45.0000	  0.0000
 10.0000	154.0000	     nan	     nan	  1.0000
 22.0000	154.0000	     nan	     nan	  1.0000
 34.0000	154.0000	     nan	     nan	  1.0000
 46.0000	154.0000	     nan	     nan	  1.0000
 58.0000	154.0000	     nan	     nan	  1.0000
 70.0000	154.0000	     nan	     nan	  1.0000
 82.0000	154.0000	     nan	     nan	  1.0000
 94.0000	154.0000	     nan	     nan	  1.0000
106.0000	154.0000	     nan	     nan	  1.0000
118.0000	154.0000	 25.0000	-25.0000	  0.0000
130.0000	154.0000	 23.2560	-60.0000	  0.0000
142.0000	154.0000	 31.2124	-61.7182	  0.0000
154.0000	154.0000	 15.0000	-42.0061	  0.0000
166.0000	154.0000	     nan	     nan	  1.0000
178.0000	154.0000	     nan	     nan	  1.0000
190.0000	154.0000	  1.1005	 87.5865	  0.0000
202.0000	154.0000	-30.0000	 45.0000	  0.0000
214.0000	154.0000	 50.0000	-30.8385	  0.0000
226.0000	154.0000	 15.2553	-21.4013	  0.0000
238.0000	154.0000	 15.8417	-79.2638	  0.0000
250.0000	154.0000	 16.8215	-34.5559	  0.0000
262.0000	154.0000	  0.4770	 22.7893	  0.0000
274.0000	154.0000	-12.9716	 20.9521	  0.0000
286.0000	154.0000	-77.5914	-39.0119	  0.0000
298.0000	154.0000	-30.6204	 17.6344	  0.0000
310.0000	154.0000	-37.1327	 11.5862	  0.0000
322.0000	154.0000	-30.2991	  3.9341	  0.0000
334.0000	154.0000	-19.3329	 12.0373	  0.0000
346.0000	154.0000	-10.3239	-11.9266	  0.0000
358.0000	154.0000	 18.0282	 38.7451	  0.0000
370.0000	154.0000	-33.7830	 32.6614	  0.0000
382.0000	154.0000	-61.5879	 60.1076	  0.0000
394.0000	154.0000	     nan	     nan	  1.0000
406.0000	154.0000	-18.9505	 54.8990	  0.0000
418.0000	154.0000	-75.6529	-50.8728	  0.0000
430.0000	154.0000	-89.3098	-15.0000	  0.0000
442.0000	154.0000	-30.6831	 81.7569	  0.0000
454.0000	154.0000	-35.0000	-78.1018	  0.0000
466.0000	154.0000	 -3.0084	 30.0000	  0.0000
478.0000	154.0000	     nan	     nan	  1.0000
490.0000	154.0000	  5.0000	-65.0000	  0.0000
502.0000	154.0000	 -5.0000	 65.0000	  0.0000
 10.0000	142.0000	 21.9598	-11.9598	  0.0000
 22.0000	142.0000	     nan	     nan	  1.0000
 34.0000	142.0000	     nan	     nan	  1.0000
 46.0000	142.0000	     nan	     nan	  1.0000
 58.0000	142.0000	     nan	     nan	  1.0000
 70.0000	142.0000	 42.8403	 50.0000	  0.0000
 82.0000	142.0000	 65.0000	 95.0000	  0.0000
 94.0000	142.0000	     nan	     nan	  1.0000
106.0000	142.0000	     nan	     nan	  1.0000
118.0000	142.0000	     nan	     nan	  1.0000
130.0000	142.0000	     nan	     nan	  1.0000
142.0000	142.0000	     nan	     nan	  1.0000
154.0000	142.0000	 23.2255	 66.7745	  0.0000
166.0000	142.0000	     nan	     nan	  1.0000
178.0000	142.0000	     nan	     nan	  1.0000
190.0000	142.0000	     nan	     nan	  1.0000
202.0000	142.0000	 85.0000	-18.9205	  0.0000
214.0000	142.0000	 59.3947	  7.3182	  0.0000
226.0000	142.0000	-90.7509	 73.5287	  0.0000
238.0000	142.0000	 51.6573	 -5.2144	  0.0000
250.0000	142.0000	     nan	     nan	  1.0000
262.0000	142.0000	-10.0278	  1.0780	  0.0000
274.0000	142.0000	 37.5834	-48.1107	  0.0000
286.0000	142.0000	     nan	     nan	  1.0000
298.0000	142.0000	-20.3537	 12.5941	  0.0000
310.0000	142.0000	     nan	     nan	  1.0000
322.0000	142.0000	-34.8650	  0.0996	  0.0000
334.0000	142.0000	 -8.0966	  1.3994	  0.0000
346.0000	142.0000	-16.1704	  1.9102	  0.0000
358.0000	142.0000	-47.6276	 35.3540	  0.0000
370.0000	142.0000	-16.9776	 31.3311	  0.0000
382.0000	142.0000	-86.7523	 19.1354	  0.0000
394.0000	142.0000	  3.6422	-34.4044	  0.0000
406.0000	142.0000	     nan	     nan	  1.0000
418.0000	142.0000	     nan	     nan	  1.0000
430.0000	142.0000	-69.2303	 21.7133	  0.0000
442.0000	142.0000	-62.2809	 81.5565	  0.0000
454.0000	142.0000	-77.3659	-43.3307	  0.0000
466.0000	142.0000	     nan	     nan	  1.0000
478.0000	142.0000	 70.0000	 65.0000	  0.0000
490.0000	142.0000	     nan	     nan	  1.0000
502.0000	142.0000	-41.6667	-85.0000	  0.0000
 10.0000	130.0000	     nan	     nan	  1.0000
 22.0000	130.0000	     nan	     nan	  1.0000
 34.0000	130.0000	     nan	     nan	  1.0000
 46.0000	130.0000	     nan	     nan	  1.0000
 58.0000	130.0000	     nan	     nan	  1.0000
 70.0000	130.0000	     nan	     nan	  1.0000
 82.0000	130.0000	     nan	     nan	  1.0000
 94.0000	130.0000	     nan	     nan	  1.0000
106.0000	130.0000	     nan	     nan	  1.0000
118.0000	130.0000	-60.0000	 15.0000	  0.0000
130.0000	130.0000	 60.0000	 -0.0000	  0.0000
142.0000	130.0000	 20.0000	 -5.0000	  0.0000
154.0000	130.0000	     nan	     nan	  1.0000
166.0000	130.0000	     nan	     nan	  1.0000
178.0000	130.0000	-53.2814	-70.0000	  0.0000
190.0000	130.0000	-20.0000	-45.0000	  0.0000
202.0000	130.0000	 83.7111	 -5.0000	  0.0000
214.0000	130.0000	 72.6177	 81.6309	  0.0000
226.0000	130.0000	     nan	     nan	  1.0000
238.0000	130.0000	 84.6919	 12.7479	  0.0000
250.0000	130.0000	 17.7358	  6.2430	  0.0000
262.0000	130.0000	     nan	     nan	  1.0000
274.0000	130.0000	-23.3117	 15.2432	  0.0000
286.0000	130.0000	-25.6177	 16.4841	  0.0000
298.0000	130.0000	-10.9798	 13.3764	  0.0000
310.0000	130.0000	-26.4726	 16.1802	  0.0000
322.0000	130.0000	-36.1008	 16.0127	  0.0000
334.0000	130.0000	-21.5355	 11.6443	  0.0000
346.0000	130.0000	-23.9165	  9.9150	  0.0000
358.0000	130.0000	-20.9800	  5.5780	  0.0000
370.0000	130.0000	 73.8807	 63.3867	  0.0000
382.0000	130.0000	 31.6406	 14.3422	  0.0000
394.0000	130.0000	-53.3618	 -2.9452	  0.0000
406.0000	130.0000	     nan	     nan	  1.0000
418.0000	130.0000	-23.1567	 71.7369	  0.0000
430.0000	130.0000	 70.0000	-78.0116	  0.0000
442.0000	130.0000	     nan	     nan	  1.0000
454.0000	130.0000	     nan	     nan	  1.0000
466.0000	130.0000	     nan	     nan	  1.0000
478.0000	130.0000	-25.0000	 40.0000	  0.0000
490.0000	130.0000	-40.0000	 45.0000	  0.0000
502.0000	130.0000	     nan	     nan	  1.0000
 10.0000	118.0000	     nan	     nan	  1.0000
 22.0000	118.0000	     nan	     nan	  1.0000
 34.0000	118.0000	     nan	     nan	  1.0000
 46.0000	118.0000	     nan	     nan	  1.0000
 58.0000	118.0000	  5.0000	 25.0000	  0.0000
 70.0000	118.0000	-75.0000	-40.0091	  0.0000
 82.0000	118.0000	     nan	     nan	  1.0000
 94.0000	118.0000	     nan	     nan	  1.0000
106.0000	118.0000	     nan	     nan	  1.0000
118.0000	118.0000	-61.3093	 18.6907	  0.0000
130.0000	118.0000	-55.0000	 45.0000	  0.0000
142.0000	118.0000	     nan	     nan	  1.0000
154.0000	118.0000	     nan	     nan	  1.0000
166.0000	118.0000	     nan	     nan	  1.0000
178.0000	118.0000	-30.0000	-25.0000	  0.0000
190.0000	118.0000	 -8.0062	 50.0000	  0.0000
202.0000	118.0000	 71.1208	-70.0000	  0.0000
214.0000	118.0000	 -1.7270	  5.2915	  0.0000
226.0000	118.0000	  9.1432	 66.6782	  0.0000
238.0000	118.0000	-76.8125	 73.8354	  0.0000
250.0000	118.0000	     nan	     nan	  1.0000
262.0000	118.0000	 18.1723	 29.4536	  0.0000
274.0000	118.0000	-14.3862	 20.2621	  0.0000
286.0000	118.0000	-15.7201	 23.0479	  0.0000
298.0000	118.0000	     nan	     nan	  1.0000
310.0000	118.0000	-89.4345	 67.9581	  0.0000
322.0000	118.0000	-30.3881	 20.7967	  0.0000
334.0000	118.0000	 70.9323	 52.4783	  0.0000
346.0000	118.0000	-36.8157	 43.2994	  0.0000
358.0000	118.0000	 59.6015	 57.1902	  0.0000
370.0000	118.0000	 60.9365	-52.8084	  0.0000
382.0000	118.0000	 70.2660	-61.2157	  0.0000
394.0000	118.0000	 71.3734	-22.0683	  0.0000
406.0000	118.0000	 66.7722	 33.5118	  0.0000
418.0000	118.0000	-18.6587	 68.1443	  0.0000
430.0000	118.0000	 51.8298	 85.0000	  0.0000
442.0000	118.0000	     nan	     nan	  1.0000
454.0000	118.0000	-55.0000	-55.0000	  0.0000
466.0000	118.0000	     nan	     nan	  1.0000
478.0000	118.0000	-41.9598	-68.0402	  0.0000
490.0000	118.0000	     nan	     nan	  1.0000
502.0000	118.0000	 -1.2451	 68.7549	  0.0000
 10.0000	106.0000	 85.0000	 85.0000	  0.0000
 22.0000	106.0000	-75.0000	 30.0458	  0.0000
 34.0000	106.0000	     nan	     nan	  1.0000
 46.0000	106.0000	     nan	     nan	  1.0000
 58.0000	106.0000	  5.0000	 25.0000	  0.0000
 70.0000	106.0000	 40.0000	  5.0000	  0.0000
 82.0000	106.0000	 35.0000	 10.0000	  0.0000
 94.0000	106.0000	     nan	     nan	  1.0000
106.0000	106.0000	     nan	     nan	  1.0000
118.0000	106.0000	  0.0000	-40.0000	  0.0000
130.0000	106.0000	-10.0000	-35.0000	  0.0000
142.0000	106.0000	     nan	     nan	  1.0000
154.0000	106.0000	  8.3333	-45.0000	  0.0000
166.0000	106.0000	 30.0000	-17.2510	  0.0000
178.0000	106.0000	 35.0000	-25.0000	  0.0000
190.0000	106.0000	 66.3195	  7.2804	  0.0000
202.0000	106.0000	     nan	     nan	  1.0000
214.0000	106.0000	     nan	     nan	  1.0000
226.0000	106.0000	 72.6054	-16.2271	  0.0000
238.0000	106.0000	-29.8146	-77.2569	  0.0000
250.0000	106.0000	 12.9494	  5.4189	  0.0000
262.0000	106.0000	-77.6730	 90.8574	  0.0000
274.0000	106.0000	 21.3468	-20.7253	  0.0000
286.0000	106.0000	 21.4974	 31.4710	  0.0000
298.0000	106.0000	-28.1098	 16.1492	  0.0000
310.0000	106.0000	 -3.6277	 20.0414	  0.0000
322.0000	106.0000	 -4.0202	 15.1922	  0.0000
334.0000	106.0000	     nan	     nan	  1.0000
346.0000	106.0000	-48.8995	 69.5544	  0.0000
358.0000	106.0000	-23.0979	-40.8376	  0.0000
370.0000	106.0000	 13.9891	  5.3724	  0.0000
382.0000	106.0000	     nan	     nan	  1.0000
394.0000	106.0000	 84.7201	-26.6105	  0.0000
406.0000	106.0000	 21.2730	 35.0000	  0.0000
418.0000	106.0000	 -0.7271	 75.0000	  0.0000
430.0000	106.0000	     nan	     nan	  1.0000
442.0000	106.0000	     nan	     nan	  1.0000
454.0000	106.0000	-38.7984	-71.8288	  0.0000
466.0000	106.0000	-60.0000	-20.0000	  0.0000
478.0000	106.0000	     nan	     nan	  1.0000
490.0000	106.0000	-38.3333	 75.0000	  0.0000
502.0000	106.0000	     nan	     nan	  1.0000
 10.0000	 94.0000	 70.0000	 72.0669	  0.0000
 22.0000	 94.0000	-75.0000	 35.0000	  0.0000
 34.0000	 94.0000	     nan	     nan	  1.0000
 46.0000	 94.0000	     nan	     nan	  1.0000
 58.0000	 94.0000	     nan	     nan	  1.0000
 70.0000	 94.0000	     nan	     nan	  1.0000
 82.0000	 94.0000	     nan	     nan	  1.0000
 94.0000	 94.0000	     nan	     nan	  1.0000
106.0000	 94.0000	     nan	     nan	  1.0000
118.0000	 94.0000	 20.0000	 65.0000	  0.0000
130.0000	 94.0000	 49.9773	 85.0000	  0.0000
142.0000	 94.0000	     nan	     nan	  1.0000
154.0000	 94.0000	     nan	     nan	  1.0000
166.0000	 94.0000	     nan	     nan	  1.0000
178.0000	 94.0000	     nan	     nan	  1.0000
190.0000	 94.0000	 35.0000	 75.0000	  0.0000
202.0000	 94.0000	 37.0826	 70.0000	  0.0000
214.0000	 94.0000	-70.0000	 50.0000	  0.0000
226.0000	 94.0000	  8.5513	 26.7326	  0.0000
238.0000	 94.0000	     nan	     nan	  1.0000
250.0000	 94.0000	 27.1369	 27.7501	  0.0000
262.0000	 94.0000	     nan	     nan	  1.0000
274.0000	 94.0000	     nan	     nan	  1.0000
286.0000	 94.0000	     nan	     nan	  1.0000
298.0000	 94.0000	 80.4902	 47.8082	  0.0000
310.0000	 94.0000	 44.6940	 43.0340	  0.0000
322.0000	 94.0000	-10.4038	-19.2451	  0.0000
334.0000	 94.0000	-14.0700	-18.5150	  0.0000
346.0000	 94.0000	 37.5252	-32.2979	  0.0000
358.0000	 94.0000	 11.8732	 40.4093	  0.0000
370.0000	 94.0000	     nan	     nan	  1.0000
382.0000	 94.0000	 11.0954	 22.8924	  0.0000
394.0000	 94.0000	 83.2268	-63.3146	  0.0000
406.0000	 94.0000	     nan	     nan	  1.0000
418.0000	 94.0000	     nan	     nan	  1.0000
430.0000	 94.0000	 61.2451	 20.0000	  0.0000
442.0000	 94.0000	     nan	     nan	  1.0000
454.0000	 94.0000	-10.0000	 50.0000	  0.0000
466.0000	 94.0000	     nan	     nan	  1.0000
478.0000	 94.0000	 21.6667	 45.0000	  0.0000
490.0000	 94.0000	     nan	     nan	  1.0000
502.0000	 94.0000	     nan	     nan	  1.0000
 10.0000	 82.0000	     nan	     nan	  1.0000
 22.0000	 82.0000	     nan	     nan	  1.0000
 34.0000	 82.0000	     nan	     nan	  1.0000
 46.0000	 82.0000	 40.0000	 10.0000	  0.0000
 58.0000	 82.0000	     nan	     nan	  1.0000
 70.0000	 82.0000	     nan	     nan	  1.0000
 82.0000	 82.0000	     nan	     nan	  1.0000
 94.0000	 82.0000	     nan	     nan	  1.0000
106.0000	 82.0000	     nan	     nan	  1.0000
118.0000	 82.0000	     nan	     nan	  1.0000
130.0000	 82.0000	 15.3707	 75.0000	  0.0000
142.0000	 82.0000	 17.6958	 -7.6958	  0.0000
154.0000	 82.0000	-65.0000	 80.0000	  0.0000
166.0000	 82.0000	     nan	     nan	  1.0000
178.0000	 82.0000	-20.0000	 30.0000	  0.0000
190.0000	 82.0000	     nan	     nan	  1.0000
202.0000	 82.0000	 15.3867	 90.0000	  0.0000
214.0000	 82.0000	 10.0000	-15.0000	  0.0000
226.0000	 82.0000	     nan	     nan	  1.0000
238.0000	 82.0000	  1.4474	 77.6119	  0.0000
250.0000	 82.0000	     nan	     nan	  1.0000
262.0000	 82.0000	-67.3440	 76.9837	  0.0000
274.0000	 82.0000	 21.9880	 21.4752	  0.0000
286.0000	 82.0000	-58.7352	 20.0661	  0.0000
298.0000	 82.0000	-69.0083	 46.9830	  0.0000
310.0000	 82.0000	-50.7053	-19.4572	  0.0000
322.0000	 82.0000	  6.6281	 81.1641	  0.0000
334.0000	 82.0000	-89.2637	-40.3372	  0.0000
346.0000	 82.0000	 67.5548	-31.1577	  0.0000
358.0000	 82.0000	 23.8306	 40.0000	  0.0000
370.0000	 82.0000	-80.0000	-22.6778	  0.0000
382.0000	 82.0000	-49.3955	 -1.4919	  0.0000
394.0000	 82.0000	 10.0000	 87.2721	  0.0000
406.0000	 82.0000	-71.9598	 13.0416	  0.0000
418.0000	 82.0000	     nan	     nan	  1.0000
430.0000	 82.0000	-80.0000	 40.0000	  0.0000
442.0000	 82.0000	-71.6667	-50.0000	  0.0000
454.0000	 82.0000	     nan	     nan	  1.0000
466.0000	 82.0000	     nan	     nan	  1.0000
478.0000	 82.0000	 60.0000	 15.0000	  0.0000
490.0000	 82.0000	 -7.9330	-25.0000	  0.0000
502.0000	 82.0000	     nan	     nan	  1.0000
 10.0000	 70.0000	     nan	     nan	  1.0000
 22.0000	 70.0000	     nan	     nan	  1.0000
 34.0000	 70.0000	     nan	     nan	  1.0000
 46.0000	 70.0000	     nan	     nan	  1.0000
 58.0000	 70.0000	     nan	     nan	  1.0000
 70.0000	 70.0000	     nan	     nan	  1.0000
 82.0000	 70.0000	     nan	     nan	  1.0000
 94.0000	 70.0000	     nan	     nan	  1.0000
106.0000	 70.0000	     nan	     nan	  1.0000
118.0000	 70.0000	     nan	     nan	  1.0000
130.0000	 70.0000	     nan	     nan	  1.0000
142.0000	 70.0000	 20.0000	 -5.0000	  0.0000
154.0000	 70.0000	     nan	     nan	  1.0000
166.0000	 70.0000	-95.0000	 95.0000	  0.0000
178.0000	 70.0000	     nan	     nan	  1.0000
190.0000	 70.0000	     nan	     nan	  1.0000
202.0000	 70.0000	 80.0000	 75.0000	  0.0000
214.0000	 70.0000	     nan	     nan	  1.0000
226.0000	 70.0000	-77.2148	 -0.0000	  0.0000
238.0000	 70.0000	 61.1727	 -0.0000	  0.0000
250.0000	 70.0000	     nan	     nan	  1.0000
262.0000	 70.0000	 49.3950	-65.4243	  0.0000
274.0000	 70.0000	 38.7969	 65.0000	  0.0000
286.0000	 70.0000	     nan	     nan	  1.0000
298.0000	 70.0000	-87.9168	 -7.5594	  0.0000
310.0000	 70.0000	     nan	     nan	  1.0000
322.0000	 70.0000	     nan	     nan	  1.0000
334.0000	 70.0000	-73.0738	-14.2983	  0.0000
346.0000	 70.0000	     nan	     nan	  1.0000
358.0000	 70.0000	     nan	     nan	  1.0000
370.0000	 70.0000	 38.0402	 28.0402	  0.0000
382.0000	 70.0000	  3.5918	-77.3980	  0.0000
394.0000	 70.0000	-55.4175	 80.0000	  0.0000
406.0000	 70.0000	-75.0000	 21.8982	  0.0000
418.0000	 70.0000	  0.0000	  5.0000	  0.0000
430.0000	 70.0000	     nan	     nan	  1.0000
442.0000	 70.0000	-68.0415	-71.1508	  0.0000
454.0000	 70.0000	     nan	     nan	  1.0000
466.0000	 70.0000	     nan	     nan	  1.0000
478.0000	 70.0000	-15.0000	-50.0000	  0.0000
490.0000	 70.0000	 15.0000	  5.0000	  0.0000
502.0000	 70.0000	 57.6958	 75.0000	  0.0000
 10.0000	 58.0000	     nan	     nan	  1.0000
 22.0000	 58.0000	     nan	     nan	  1.0000
 34.0000	 58.0000	     nan	     nan	  1.0000
 46.0000	 58.0000	     nan	     nan	  1.0000
 58.0000	 58.0000	     nan	     nan	  1.0000
 70.0000	 58.0000	     nan	     nan	  1.0000
 82.0000	 58.0000	     nan	     nan	  1.0000
 94.0000	 58.0000	     nan	     nan	  1.0000
106.0000	 58.0000	     nan	     nan	  1.0000
118.0000	 58.0000	     nan	     nan	  1.0000
130.0000	 58.0000	 55.0000	 75.0000	  0.0000
142.0000	 58.0000	 80.0000	 90.0000	  0.0000
154.0000	 58.0000	     nan	     nan	  1.0000
166.0000	 58.0000	     nan	     nan	  1.0000
178.0000	 58.0000	     nan	     nan	  1.0000
190.0000	 58.0000	     nan	     nan	  1.0000
202.0000	 58.0000	 41.7793	 -1.7793	  0.0000
214.0000	 58.0000	-82.0160	 15.0000	  0.0000
226.0000	 58.0000	-30.0000	 20.0000	  0.0000
238.0000	 58.0000	 56.4928	 41.7876	  0.0000
250.0000	 58.0000	-80.1722	 12.7352	  0.0000
